Tool;View;ChangeSet;RunIndex;Iteration;PhaseName;MetricName;MetricValue
SQLSolution;Q1;2;0;0;Initial;Elements;167197|723178|404286
SQLSolution;Q1;2;0;1;Update;Time;26577406
SQLSolution;Q1;2;0;1;Update;Elements;167197|723178|404286
SQLSolution;Q1;2;0;2;Update;Time;20959590
SQLSolution;Q1;2;0;2;Update;Elements;167197|723178|404286
SQLSolution;Q1;2;0;3;Update;Time;7402351
SQLSolution;Q1;2;0;3;Update;Elements;167197|723178|404286
SQLSolution;Q1;2;0;4;Update;Time;11265137
SQLSolution;Q1;2;0;4;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;0;5;Update;Time;18591790
SQLSolution;Q1;2;0;5;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;0;6;Update;Time;12695460
SQLSolution;Q1;2;0;6;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;0;7;Update;Time;10730075
SQLSolution;Q1;2;0;7;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;0;8;Update;Time;10616202
SQLSolution;Q1;2;0;8;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;0;9;Update;Time;4379984
SQLSolution;Q1;2;0;9;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;0;10;Update;Time;11846411
SQLSolution;Q1;2;0;10;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;0;11;Update;Time;17176434
SQLSolution;Q1;2;0;11;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;0;12;Update;Time;9685153
SQLSolution;Q1;2;0;12;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;0;13;Update;Time;10866165
SQLSolution;Q1;2;0;13;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;0;14;Update;Time;3843546
SQLSolution;Q1;2;0;14;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;0;15;Update;Time;14541651
SQLSolution;Q1;2;0;15;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;0;16;Update;Time;10652158
SQLSolution;Q1;2;0;16;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;0;17;Update;Time;14732986
SQLSolution;Q1;2;0;17;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;0;18;Update;Time;12850955
SQLSolution;Q1;2;0;18;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;0;19;Update;Time;7746197
SQLSolution;Q1;2;0;19;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;0;20;Update;Time;3609286
SQLSolution;Q1;2;0;20;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;1;0;Initialization;Time;1101690203
SQLSolution;Q1;2;1;0;Load;Time;381572469
SQLSolution;Q1;2;1;0;Initial;Time;19435794
SQLSolution;Q1;2;1;0;Initial;Elements;167197|723178|404286
SQLSolution;Q1;2;1;1;Update;Time;26560739
SQLSolution;Q1;2;1;1;Update;Elements;167197|723178|404286
SQLSolution;Q1;2;1;2;Update;Time;21808980
SQLSolution;Q1;2;1;2;Update;Elements;167197|723178|404286
SQLSolution;Q1;2;1;3;Update;Time;7235935
SQLSolution;Q1;2;1;3;Update;Elements;167197|723178|404286
SQLSolution;Q1;2;1;4;Update;Time;11187180
SQLSolution;Q1;2;1;4;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;1;5;Update;Time;18604766
SQLSolution;Q1;2;1;5;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;1;6;Update;Time;12696926
SQLSolution;Q1;2;1;6;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;1;7;Update;Time;10003213
SQLSolution;Q1;2;1;7;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;1;8;Update;Time;11597488
SQLSolution;Q1;2;1;8;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;1;9;Update;Time;4472164
SQLSolution;Q1;2;1;9;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;1;10;Update;Time;12054064
SQLSolution;Q1;2;1;10;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;1;11;Update;Time;17294913
SQLSolution;Q1;2;1;11;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;1;12;Update;Time;9524647
SQLSolution;Q1;2;1;12;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;1;13;Update;Time;9866331
SQLSolution;Q1;2;1;13;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;1;14;Update;Time;3741965
SQLSolution;Q1;2;1;14;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;1;15;Update;Time;6898494
SQLSolution;Q1;2;1;15;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;1;16;Update;Time;10236743
SQLSolution;Q1;2;1;16;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;1;17;Update;Time;12996126
SQLSolution;Q1;2;1;17;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;1;18;Update;Time;12639186
SQLSolution;Q1;2;1;18;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;1;19;Update;Time;7148077
SQLSolution;Q1;2;1;19;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;1;20;Update;Time;3350375
SQLSolution;Q1;2;1;20;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;2;0;Initialization;Time;1121217319
SQLSolution;Q1;2;2;0;Load;Time;364085094
SQLSolution;Q1;2;2;0;Initial;Time;19617252
SQLSolution;Q1;2;2;0;Initial;Elements;167197|723178|404286
SQLSolution;Q1;2;2;1;Update;Time;26600338
SQLSolution;Q1;2;2;1;Update;Elements;167197|723178|404286
SQLSolution;Q1;2;2;2;Update;Time;21432681
SQLSolution;Q1;2;2;2;Update;Elements;167197|723178|404286
SQLSolution;Q1;2;2;3;Update;Time;7427049
SQLSolution;Q1;2;2;3;Update;Elements;167197|723178|404286
SQLSolution;Q1;2;2;4;Update;Time;10771860
SQLSolution;Q1;2;2;4;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;2;5;Update;Time;18085274
SQLSolution;Q1;2;2;5;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;2;6;Update;Time;12905446
SQLSolution;Q1;2;2;6;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;2;7;Update;Time;10096903
SQLSolution;Q1;2;2;7;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;2;8;Update;Time;10197084
SQLSolution;Q1;2;2;8;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;2;9;Update;Time;4329402
SQLSolution;Q1;2;2;9;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;2;10;Update;Time;10959643
SQLSolution;Q1;2;2;10;Update;Elements;404236|167197|723178
SQLSolution;Q1;2;2;11;Update;Time;16523280
SQLSolution;Q1;2;2;11;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;2;12;Update;Time;9634851
SQLSolution;Q1;2;2;12;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;2;13;Update;Time;9856455
SQLSolution;Q1;2;2;13;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;2;14;Update;Time;3800590
SQLSolution;Q1;2;2;14;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;2;15;Update;Time;7005133
SQLSolution;Q1;2;2;15;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;2;16;Update;Time;10526287
SQLSolution;Q1;2;2;16;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;2;17;Update;Time;14657095
SQLSolution;Q1;2;2;17;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;2;18;Update;Time;12864888
SQLSolution;Q1;2;2;18;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;2;19;Update;Time;9477205
SQLSolution;Q1;2;2;19;Update;Elements;167197|404236|723178
SQLSolution;Q1;2;2;20;Update;Time;3400412
SQLSolution;Q1;2;2;20;Update;Elements;167197|404236|723178
SQLSolution;Q1;4;0;0;Initialization;Time;1106877802
SQLSolution;Q1;4;0;0;Load;Time;403536575
SQLSolution;Q1;4;0;0;Initial;Time;25045703
SQLSolution;Q1;4;0;0;Initial;Elements;723221|167197|571529
SQLSolution;Q1;4;0;1;Update;Time;22747382
SQLSolution;Q1;4;0;1;Update;Elements;723221|167197|571529
SQLSolution;Q1;4;0;2;Update;Time;17599798
SQLSolution;Q1;4;0;2;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;3;Update;Time;15917224
SQLSolution;Q1;4;0;3;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;4;Update;Time;16357951
SQLSolution;Q1;4;0;4;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;5;Update;Time;12606944
SQLSolution;Q1;4;0;5;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;6;Update;Time;12464091
SQLSolution;Q1;4;0;6;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;7;Update;Time;13084095
SQLSolution;Q1;4;0;7;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;8;Update;Time;12908323
SQLSolution;Q1;4;0;8;Update;Elements;723221|404236|167197
